Name,Timestamp,type,OS,challenge name,Mountain,score,Points
hschindele,2021-04-05 17:02:28,Time trial,iOS,Elnakka West,Elnakka,25.8,41999
massiv97,2021-01-16 5:41:06,Time trial,Android,Elnakka West,Elnakka,28.58,14200
Avel,2021-05-29 7:49:51,Time trial,iOS,The Dala Horse Trail,Dalarna,25.08,14200
BouncyJello,2021-03-26 15:13:55,Time trial,Android,The Dala Horse Trail,Dalarna,22.76,37399
Fenrir,2021-01-13 11:38:30,Time trial,Android,The Dala Horse Trail,Dalarna,26.58,7001
Gjeep302,2021-01-20 16:40:20,Time trial,Android,The Dala Horse Trail,Dalarna,24.52,19800
Jamiemac,2021-03-26 13:56:54,Time trial,Android,The Dala Horse Trail,Dalarna,23.23,32699
Mountain_Greg,2021-06-14 10:58:10,Time trial,Android,The Dala Horse Trail,Dalarna,24.28,22199
Pinsek,2021-03-23 7:46:53,Time trial,Android,The Dala Horse Trail,Dalarna,25.31,11900
Ryan Monty,2021-04-21 22:10:16,Time trial,Android,The Dala Horse Trail,Dalarna,24.77,17300
SYNO,2021-01-21 12:27:06,Time trial,iOS,The Dala Horse Trail,Dalarna,25.28,12199
Skier50,2021-03-31 6:17:58,Time trial,iOS,The Dala Horse Trail,Dalarna,25.22,12800
hschindele,2021-01-20 18:50:05,Time trial,iOS,The Dala Horse Trail,Dalarna,24.16,23400
massiv97,2021-07-15 4:05:30,Time trial,Android,The Dala Horse Trail,Dalarna,24.23,22699
Avel,2021-05-11 2:30:40,Time trial,iOS,Skogsloppet,Dalarna,37.2,12999
BouncyJello,2020-03-30 19:04:00,Time trial,Android,Skogsloppet,Dalarna,36.88,16199
Fenrir,2021-01-13 11:36:33,Time trial,Android,Skogsloppet,Dalarna,38.96,5514
Gjeep302,2021-01-18 17:53:48,Time trial,Android,Skogsloppet,Dalarna,37.07,14299
Jamiemac,2021-03-27 9:12:43,Time trial,Android,Skogsloppet,Dalarna,36.49,20099
Mountain_Greg,2021-03-11 5:53:13,Time trial,Android,Skogsloppet,Dalarna,35.82,26799
Pinsek,2021-03-23 13:01:09,Time trial,Android,Skogsloppet,Dalarna,37.42,10799
Ryan Monty,2021-04-24 19:09:41,Time trial,Android,Skogsloppet,Dalarna,36.26,22400
SYNO,2021-03-04 14:55:16,Time trial,iOS,Skogsloppet,Dalarna,36.36,21400
Skier50,2021-03-11 14:57:15,Time trial,iOS,Skogsloppet,Dalarna,36.82,16799
hschindele,2021-03-11 15:01:14,Time trial,iOS,Skogsloppet,Dalarna,35.64,28599
massiv97,2021-07-15 4:04:53,Time trial,Android,Skogsloppet,Dalarna,35.74,27599
Avel,2021-05-11 2:32:17,Time trial,iOS,Malung Scooter Club,Dalarna,33.46,30399
BouncyJello,2021-04-26 14:33:40,Time trial,Android,Malung Scooter Club,Dalarna,29.42,70799
Fenrir,2021-01-13 11:33:02,Time trial,Android,Malung Scooter Club,Dalarna,39.08,5377
Gjeep302,2021-01-20 17:45:08,Time trial,Android,Malung Scooter Club,Dalarna,34.54,19600
Jamiemac,2021-04-29 7:49:33,Time trial,Android,Malung Scooter Club,Dalarna,31.52,49800
Mountain_Greg,2021-07-18 2:04:37,Time trial,Android,Malung Scooter Club,Dalarna,30.63,58700
Pinsek,2021-03-23 15:26:12,Time trial,Android,Malung Scooter Club,Dalarna,34.14,23599
Ryan Monty,2021-04-26 2:26:38,Time trial,Android,Malung Scooter Club,Dalarna,30.6,58999
SYNO,2021-03-04 14:57:38,Time trial,iOS,Malung Scooter Club,Dalarna,32.15,43500
Skier50,2021-06-01 9:03:18,Time trial,iOS,Malung Scooter Club,Dalarna,33.64,28599
hschindele,2021-05-02 10:11:31,Time trial,iOS,Malung Scooter Club,Dalarna,29.88,66200
massiv97,2021-06-04 15:59:23,Time trial,Android,Malung Scooter Club,Dalarna,31.97,45300
Avel,2021-03-09 6:13:23,Time trial,iOS,Follow The Trails Of Wasa,Dalarna,28.19,18099
BouncyJello,2020-11-19 22:00:37,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.81,11900
Fenrir,2021-01-13 11:30:50,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.89,11099
Gjeep302,2021-01-20 17:16:50,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.27,17300
Jamiemac,2021-03-27 17:12:52,Time trial,Android,Follow The Trails Of Wasa,Dalarna,27.38,26200
Mountain_Greg,2021-06-14 10:57:41,Time trial,Android,Follow The Trails Of Wasa,Dalarna,27.14,28599
Pinsek,2021-03-06 17:42:41,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.9,11000
Ryan Monty,2021-04-21 20:33:06,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.23,17699
SYNO,2021-01-16 13:51:43,Time trial,iOS,Follow The Trails Of Wasa,Dalarna,28.63,13700
Skier50,2021-03-10 9:04:54,Time trial,iOS,Follow The Trails Of Wasa,Dalarna,28.75,12500
hschindele,2021-03-29 9:41:28,Time trial,iOS,Follow The Trails Of Wasa,Dalarna,27.0,30000
massiv97,2021-02-13 7:38:54,Time trial,Android,Follow The Trails Of Wasa,Dalarna,28.4,16000
Antaris,2021-01-01 13:17:47,Time trial,iOS,Zick Zack The Lift,Dalarna,30.38,11200
Avel,2021-05-11 2:33:03,Time trial,iOS,Zick Zack The Lift,Dalarna,30.29,12100
BouncyJello,2021-06-25 15:54:22,Time trial,Android,Zick Zack The Lift,Dalarna,29.77,17300
Chesty,2020-11-20 8:30:35,Time trial,iOS,Zick Zack The Lift,Dalarna,30.4,11000
Fenrir,2021-01-13 11:39:57,Time trial,Android,Zick Zack The Lift,Dalarna,30.55,9771
Gjeep302,2021-01-19 20:58:08,Time trial,Android,Zick Zack The Lift,Dalarna,30.16,13399
Jamiemac,2021-01-30 11:54:14,Time trial,Android,Zick Zack The Lift,Dalarna,30.15,13500
Mountain_Greg,2021-01-04 3:30:43,Time trial,Android,Zick Zack The Lift,Dalarna,30.28,12199
Pinsek,2021-03-06 17:35:06,Time trial,Android,Zick Zack The Lift,Dalarna,30.3,11999
Ryan Monty,2021-03-30 0:43:52,Time trial,Android,Zick Zack The Lift,Dalarna,30.15,13500
SYNO,2021-01-05 10:03:27,Time trial,iOS,Zick Zack The Lift,Dalarna,30.39,11099
Skier50,2021-02-25 12:54:56,Time trial,iOS,Zick Zack The Lift,Dalarna,30.48,10199
Susannah,9/28/2021 21:00:56,Time trial,Android,Zick Zack The Lift,Dalarna,30.25,12500
hschindele,2020-11-17 11:23:06,Time trial,iOS,Zick Zack The Lift,Dalarna,29.99,15100
massiv97,2021-02-13 7:42:22,Time trial,Android,Zick Zack The Lift,Dalarna,30.16,13399
Avel,2021-03-08 8:35:50,Time trial,iOS,Follow The Tracks,Dalarna,33.78,7631
BouncyJello,2021-03-04 14:25:53,Time trial,Android,Follow The Tracks,Dalarna,30.72,32800
DeathSpawned,2020-05-05 10:52:46,Time trial,Android,Follow The Tracks,Dalarna,31.85,21499
Fenrir,2021-01-13 11:30:08,Time trial,Android,Follow The Tracks,Dalarna,33.14,9526
Gjeep302,2021-01-19 20:20:18,Time trial,Android,Follow The Tracks,Dalarna,32.93,10700
Jamiemac,2021-03-28 4:41:21,Time trial,Android,Follow The Tracks,Dalarna,31.61,23900
Mountain_Greg,2021-03-22 6:37:50,Time trial,Android,Follow The Tracks,Dalarna,31.3,26999
Pinsek,2021-03-23 16:41:02,Time trial,Android,Follow The Tracks,Dalarna,32.72,12800
Ryan Monty,2021-04-21 20:26:25,Time trial,Android,Follow The Tracks,Dalarna,31.73,22699
SYNO,2021-03-04 14:58:40,Time trial,iOS,Follow The Tracks,Dalarna,31.52,24800
Skier50,2021-03-31 6:20:58,Time trial,iOS,Follow The Tracks,Dalarna,32.23,17700
hschindele,2021-03-04 21:19:42,Time trial,iOS,Follow The Tracks,Dalarna,30.61,33900
massiv97,2021-02-13 7:37:59,Time trial,Android,Follow The Tracks,Dalarna,31.75,22500
Antaris,2021-01-01 17:12:47,Time trial,iOS,The Clearcut,Dalarna,29.78,12199
Avel,2021-03-06 17:38:16,Time trial,iOS,The Clearcut,Dalarna,29.86,11400
BouncyJello,2021-05-04 16:11:38,Time trial,Android,The Clearcut,Dalarna,25.98,50199
Fenrir,2021-02-22 17:04:56,Time trial,Android,The Clearcut,Dalarna,29.9,11000
Gjeep302,2021-01-19 19:32:01,Time trial,Android,The Clearcut,Dalarna,29.9,11000
Jamiemac,2021-04-30 2:44:20,Time trial,Android,The Clearcut,Dalarna,26.13,48700
Mountain_Greg,2021-06-14 10:57:09,Time trial,Android,The Clearcut,Dalarna,26.9,41000
Pinsek,2021-03-06 17:27:25,Time trial,Android,The Clearcut,Dalarna,29.92,10799
Ryan Monty,2021-04-21 20:12:43,Time trial,Android,The Clearcut,Dalarna,28.14,28599
SYNO,2021-03-04 15:00:05,Time trial,iOS,The Clearcut,Dalarna,28.74,22600
Skier50,2021-05-30 20:41:43,Time trial,iOS,The Clearcut,Dalarna,27.2,38000
hschindele,2021-03-04 21:20:20,Time trial,iOS,The Clearcut,Dalarna,26.47,45300
massiv97,2021-06-04 16:04:22,Time trial,Android,The Clearcut,Dalarna,26.81,41900
Avel,2021-05-29 7:54:06,Time trial,iOS,Mora Barnyards,Dalarna,25.19,13099
BouncyJello,2020-11-19 21:54:52,Time trial,Android,Mora Barnyards,Dalarna,25.01,14899
Fenrir,2021-02-22 16:45:50,Time trial,Android,Mora Barnyards,Dalarna,24.69,18099
Gjeep302,2021-01-19 18:23:23,Time trial,Android,Mora Barnyards,Dalarna,24.51,19899
Jamiemac,2021-04-04 14:24:40,Time trial,Android,Mora Barnyards,Dalarna,24.3,21999
Lars Schrier,2020-05-12 9:33:58,Time trial,iOS,Mora Barnyards,Dalarna,25.78,9373
Mountain_Greg,2021-03-05 6:21:39,Time trial,Android,Mora Barnyards,Dalarna,22.81,36900
Pinsek,2021-03-24 10:02:10,Time trial,Android,Mora Barnyards,Dalarna,25.21,12899
Ryan Monty,2021-04-21 21:55:22,Time trial,Android,Mora Barnyards,Dalarna,23.68,28200
SYNO,2021-03-04 15:01:57,Time trial,iOS,Mora Barnyards,Dalarna,22.99,35100
Skier50,2021-05-30 16:54:01,Time trial,iOS,Mora Barnyards,Dalarna,25.25,12500
hschindele,2021-03-05 14:55:56,Time trial,iOS,Mora Barnyards,Dalarna,22.72,37800
massiv97,2021-07-15 4:04:11,Time trial,Android,Mora Barnyards,Dalarna,23.2,33000
Avel,2021-06-07 3:10:36,Time trial,iOS,Leksand Rail,Dalarna,18.92,10799
BouncyJello,2020-11-19 21:38:00,Time trial,Android,Leksand Rail,Dalarna,18.97,10300
Fenrir,2021-01-13 11:32:18,Time trial,Android,Leksand Rail,Dalarna,19.74,5987
Gjeep302,2021-01-19 17:21:43,Time trial,Android,Leksand Rail,Dalarna,18.93,10700
Jamiemac,2021-03-29 8:49:23,Time trial,Android,Leksand Rail,Dalarna,18.21,17899
Lars Schrier,2020-04-24 5:24:31,Time trial,iOS,Leksand Rail,Dalarna,19.62,6506
Mountain_Greg,2021-03-05 6:20:48,Time trial,Android,Leksand Rail,Dalarna,17.98,20199
Pinsek,2021-03-23 4:30:35,Time trial,Android,Leksand Rail,Dalarna,18.81,11900
Ryan Monty,2021-03-05 13:07:58,Time trial,Android,Leksand Rail,Dalarna,18.87,11299
SYNO,2021-03-04 15:03:01,Time trial,iOS,Leksand Rail,Dalarna,18.16,18400
Skier50,2021-03-31 6:19:22,Time trial,iOS,Leksand Rail,Dalarna,18.91,10899
hschindele,2021-03-05 14:56:30,Time trial,iOS,Leksand Rail,Dalarna,17.81,21900
massiv97,2021-07-15 4:03:38,Time trial,Android,Leksand Rail,Dalarna,18.37,16299
Avel,2021-06-07 3:08:39,Time trial,iOS,Thru Alvdalen,Dalarna,19.65,13500
BouncyJello,2020-11-19 21:34:39,Time trial,Android,Thru Alvdalen,Dalarna,19.88,11200
Fenrir,2021-02-22 17:13:22,Time trial,Android,Thru Alvdalen,Dalarna,20.6,6597
Gjeep302,2021-01-19 15:12:04,Time trial,Android,Thru Alvdalen,Dalarna,19.34,16600
Jamiemac,2021-02-01 12:39:31,Time trial,Android,Thru Alvdalen,Dalarna,19.75,12500
Mountain_Greg,2021-03-22 6:30:13,Time trial,Android,Thru Alvdalen,Dalarna,19.56,14400
Pinsek,2021-03-09 5:47:51,Time trial,Android,Thru Alvdalen,Dalarna,19.88,11200
Ryan Monty,2021-04-07 11:13:35,Time trial,Android,Thru Alvdalen,Dalarna,18.73,22699
SYNO,2021-01-22 15:59:00,Time trial,iOS,Thru Alvdalen,Dalarna,19.81,11900
Skier50,2021-03-31 6:18:47,Time trial,iOS,Thru Alvdalen,Dalarna,19.98,10199
hschindele,2021-04-07 13:55:35,Time trial,iOS,Thru Alvdalen,Dalarna,18.71,22899
massiv97,2021-01-21 14:41:13,Time trial,Android,Thru Alvdalen,Dalarna,19.94,10599
hschindele,2021-09-25 22:40:12,Time trial,iOS,Ice Slalom,Dalarna,19.62,20000
massiv97,2021-09-26 14:01:45,Time trial,Android,Ice Slalom,Dalarna,20.64,8956
Avel,2021-02-15 10:33:24,Time trial,iOS,Drifting The Frozen Lake,Dalarna,9.63,10699
BouncyJello,2020-11-19 21:33:37,Time trial,Android,Drifting The Frozen Lake,Dalarna,9.43,12699
Fenrir,2021-01-13 11:29:28,Time trial,Android,Drifting The Frozen Lake,Dalarna,11.59,1944
Gjeep302,2021-01-19 15:55:09,Time trial,Android,Drifting The Frozen Lake,Dalarna,8.88,18199
Jamiemac,2021-03-31 8:03:25,Time trial,Android,Drifting The Frozen Lake,Dalarna,9.0,16999
Mountain_Greg,2021-03-05 6:19:28,Time trial,Android,Drifting The Frozen Lake,Dalarna,8.96,17399
Pinsek,2021-03-09 5:42:53,Time trial,Android,Drifting The Frozen Lake,Dalarna,9.57,11299
Ryan Monty,2021-04-07 11:45:33,Time trial,Android,Drifting The Frozen Lake,Dalarna,9.07,16299
SYNO,2021-03-04 15:01:05,Time trial,iOS,Drifting The Frozen Lake,Dalarna,8.75,19499
Skier50,2021-03-05 11:25:07,Time trial,iOS,Drifting The Frozen Lake,Dalarna,9.61,10899
hschindele,2021-06-18 10:12:00,Time trial,iOS,Drifting The Frozen Lake,Dalarna,8.73,19699
massiv97,2021-07-15 4:02:42,Time trial,Android,Drifting The Frozen Lake,Dalarna,8.94,17599
Avel,2021-04-01 9:24:24,Time trial,iOS,Dalarna Voyage,Dalarna,40.79,42100
BouncyJello,2020-11-19 21:32:58,Time trial,Android,Dalarna Voyage,Dalarna,43.61,13900
Fenrir,2021-01-13 11:28:50,Time trial,Android,Dalarna Voyage,Dalarna,45.81,5340
Gjeep302,2021-01-19 21:19:39,Time trial,Android,Dalarna Voyage,Dalarna,42.71,22899
Jamiemac,2021-03-31 11:20:16,Time trial,Android,Dalarna Voyage,Dalarna,39.95,50499
Lars Schrier,2020-05-04 17:20:35,Time trial,iOS,Dalarna Voyage,Dalarna,44.47,8496
Mountain_Greg,2021-06-14 10:58:42,Time trial,Android,Dalarna Voyage,Dalarna,39.6,53999
Pinsek,2021-03-23 15:18:40,Time trial,Android,Dalarna Voyage,Dalarna,42.5,25000
Ryan Monty,2021-03-31 15:08:07,Time trial,Android,Dalarna Voyage,Dalarna,41.6,33999
SYNO,2021-01-21 12:28:05,Time trial,iOS,Dalarna Voyage,Dalarna,42.18,28200
Skier50,2021-03-31 6:20:19,Time trial,iOS,Dalarna Voyage,Dalarna,43.73,12700
SwampfoxAK,2020-05-04 1:01:34,Time trial,Android,Dalarna Voyage,Dalarna,45.11,6806
hschindele,2021-03-31 18:52:32,Time trial,iOS,Dalarna Voyage,Dalarna,37.34,76599
massiv97,2021-01-16 18:57:37,Time trial,Android,Dalarna Voyage,Dalarna,42.91,20900
Jamiemac,2021-07-15 9:18:13,Time trial,Android,Sarnaheden Sightseeing,Dalarna,43.92,10799
Mountain_Greg,2021-06-30 6:30:39,Time trial,Android,Sarnaheden Sightseeing,Dalarna,41.58,34200
Skier50,2021-06-30 19:05:43,Time trial,iOS,Sarnaheden Sightseeing,Dalarna,42.88,21199
hschindele,2021-06-22 10:01:43,Time trial,iOS,Sarnaheden Sightseeing,Dalarna,42.26,27400
massiv97,2021-07-17 10:20:27,Time trial,Android,Sarnaheden Sightseeing,Dalarna,43.82,11799
Avel,2021-05-12 3:31:26,Time trial,iOS,The Village Run,Rotkamm,27.93,10700
BouncyJello,2020-11-19 21:31:27,Time trial,Android,The Village Run,Rotkamm,27.35,16499
Fenrir,2021-02-22 17:12:12,Time trial,Android,The Village Run,Rotkamm,29.11,7350
Gjeep302,2021-01-22 7:54:11,Time trial,Android,The Village Run,Rotkamm,27.86,11400
Jamiemac,2021-02-06 7:42:13,Time trial,Android,The Village Run,Rotkamm,27.68,13200
Mountain_Greg,2021-04-04 1:39:37,Time trial,Android,The Village Run,Rotkamm,26.93,20700
Pinsek,2021-04-11 7:46:55,Time trial,Android,The Village Run,Rotkamm,27.77,12300
Ryan Monty,2021-03-16 11:53:32,Time trial,Android,The Village Run,Rotkamm,27.56,14400
SYNO,2021-01-22 16:00:11,Time trial,iOS,The Village Run,Rotkamm,27.94,10599
Skier50,2021-03-12 7:49:57,Time trial,iOS,The Village Run,Rotkamm,27.79,12100
hschindele,2021-04-05 17:04:28,Time trial,iOS,The Village Run,Rotkamm,26.62,23799
massiv97,2021-01-17 13:19:45,Time trial,Android,The Village Run,Rotkamm,27.79,12100
waxton,2020-02-02 21:32:23,Time trial,Android,The Village Run,Rotkamm,28.71,8213
Avel,2021-03-07 7:56:30,Time trial,iOS,The Broken Trail,Rotkamm,40.34,11599
BouncyJello,2020-11-19 22:04:49,Time trial,Android,The Broken Trail,Rotkamm,40.43,10700
DeathSpawned,2020-05-06 11:04:02,Time trial,Android,The Broken Trail,Rotkamm,40.12,13800
Fenrir,2021-02-22 17:03:24,Time trial,Android,The Broken Trail,Rotkamm,41.35,6751
Gjeep302,2021-02-13 11:07:21,Time trial,Android,The Broken Trail,Rotkamm,39.85,16499
Jamiemac,2021-02-08 3:45:37,Time trial,Android,The Broken Trail,Rotkamm,39.63,18699
Lars Schrier,2020-05-13 5:16:50,Time trial,iOS,The Broken Trail,Rotkamm,40.04,14600
Mountain_Greg,2021-02-16 4:32:39,Time trial,Android,The Broken Trail,Rotkamm,39.97,15300
Pinsek,2021-03-07 17:27:29,Time trial,Android,The Broken Trail,Rotkamm,40.41,10900
Ryan Monty,2021-04-24 3:39:34,Time trial,Android,The Broken Trail,Rotkamm,39.84,16599
SYNO,2021-01-06 8:12:33,Time trial,iOS,The Broken Trail,Rotkamm,40.46,10399
Skier50,2021-02-25 12:58:07,Time trial,iOS,The Broken Trail,Rotkamm,40.35,11499
hschindele,2021-02-08 8:08:20,Time trial,iOS,The Broken Trail,Rotkamm,39.37,21300
massiv97,2021-02-14 11:41:15,Time trial,Android,The Broken Trail,Rotkamm,40.07,14299
Avel,2021-03-06 18:03:20,Time trial,iOS,The Green Glades,Rotkamm,16.96,10399
Fenrir,2021-01-13 12:27:20,Time trial,Android,The Green Glades,Rotkamm,17.34,6241
Gjeep302,2021-01-20 21:14:42,Time trial,Android,The Green Glades,Rotkamm,16.86,11400
Jamiemac,2021-02-08 4:12:26,Time trial,Android,The Green Glades,Rotkamm,16.71,12899
Lars Schrier,2020-04-02 11:36:01,Time trial,iOS,The Green Glades,Rotkamm,16.77,12300
Mountain_Greg,2021-04-04 1:38:58,Time trial,Android,The Green Glades,Rotkamm,16.8,11999
Pinsek,2021-03-19 13:14:52,Time trial,Android,The Green Glades,Rotkamm,16.86,11400
Ryan Monty,2021-04-07 15:43:56,Time trial,Android,The Green Glades,Rotkamm,16.51,14899
SYNO,2021-01-06 8:06:38,Time trial,iOS,The Green Glades,Rotkamm,16.95,10500
Skier50,2021-03-31 6:22:04,Time trial,iOS,The Green Glades,Rotkamm,16.8,11999
hschindele,2020-12-22 13:00:41,Time trial,iOS,The Green Glades,Rotkamm,16.36,16400
massiv97,2021-01-17 13:22:59,Time trial,Android,The Green Glades,Rotkamm,16.69,13099
Avel,2021-05-12 3:32:20,Time trial,iOS,The River Jumps,Rotkamm,41.08,14200
Fenrir,2021-01-13 12:30:01,Time trial,Android,The River Jumps,Rotkamm,42.95,5116
Gjeep302,2021-01-21 15:26:48,Time trial,Android,The River Jumps,Rotkamm,41.08,14200
Jamiemac,2021-04-05 14:20:03,Time trial,Android,The River Jumps,Rotkamm,40.36,21400
Lars Schrier,2020-05-11 10:53:57,Time trial,iOS,The River Jumps,Rotkamm,41.34,11599
Mountain_Greg,2021-03-11 6:02:22,Time trial,Android,The River Jumps,Rotkamm,40.74,17599
Pinsek,2021-04-11 8:10:59,Time trial,Android,The River Jumps,Rotkamm,41.39,11099
Ryan Monty,2021-03-30 23:40:15,Time trial,Android,The River Jumps,Rotkamm,40.97,15300
SYNO,2021-01-21 12:25:18,Time trial,iOS,The River Jumps,Rotkamm,41.38,11199
Skier50,2021-06-04 6:13:30,Time trial,iOS,The River Jumps,Rotkamm,40.65,18500
hschindele,2021-04-05 17:03:01,Time trial,iOS,The River Jumps,Rotkamm,40.16,23400
massiv97,2021-01-17 13:24:03,Time trial,Android,The River Jumps,Rotkamm,41.25,12500
Avel,2021-02-12 14:11:16,Time trial,iOS,The Ice Bowl,Rotkamm,28.48,10199
BouncyJello,2020-11-19 21:29:31,Time trial,Android,The Ice Bowl,Rotkamm,27.63,18700
Fenrir,2021-02-22 17:08:12,Time trial,Android,The Ice Bowl,Rotkamm,29.3,7578
Gjeep302,2021-01-21 15:53:13,Time trial,Android,The Ice Bowl,Rotkamm,28.22,12800
Jamiemac,2021-04-05 15:59:21,Time trial,Android,The Ice Bowl,Rotkamm,28.07,14299
Mountain_Greg,2021-03-22 6:42:09,Time trial,Android,The Ice Bowl,Rotkamm,27.74,17600
Pinsek,2021-04-11 12:01:01,Time trial,Android,The Ice Bowl,Rotkamm,28.16,13399
Ryan Monty,2021-04-07 16:23:11,Time trial,Android,The Ice Bowl,Rotkamm,27.99,15100
SYNO,2021-01-06 8:08:15,Time trial,iOS,The Ice Bowl,Rotkamm,28.45,10500
Skier50,2021-02-25 12:56:28,Time trial,iOS,The Ice Bowl,Rotkamm,28.34,11600
hschindele,2020-12-22 18:43:04,Time trial,iOS,The Ice Bowl,Rotkamm,27.41,20900
massiv97,2021-01-04 13:59:46,Time trial,Android,The Ice Bowl,Rotkamm,28.38,11200
Avel,2021-02-13 3:41:53,Time trial,iOS,The Rollercoaster,Rotkamm,31.24,12600
Fenrir,2021-01-13 12:30:50,Time trial,Android,The Rollercoaster,Rotkamm,32.04,7791
Gjeep302,2021-01-21 16:13:32,Time trial,Android,The Rollercoaster,Rotkamm,31.15,13500
Jamiemac,2021-02-09 2:57:54,Time trial,Android,The Rollercoaster,Rotkamm,31.12,13799
Lars Schrier,2020-05-08 3:06:22,Time trial,iOS,The Rollercoaster,Rotkamm,33.86,3360
Mountain_Greg,2021-03-11 6:03:16,Time trial,Android,The Rollercoaster,Rotkamm,30.62,18799
Pinsek,2021-03-19 14:30:51,Time trial,Android,The Rollercoaster,Rotkamm,31.47,10300
Ryan Monty,2021-03-08 10:31:01,Time trial,Android,The Rollercoaster,Rotkamm,31.14,13599
SYNO,2021-03-04 15:03:59,Time trial,iOS,The Rollercoaster,Rotkamm,30.48,20199
Skier50,2021-03-08 14:41:04,Time trial,iOS,The Rollercoaster,Rotkamm,31.18,13200
hschindele,2021-03-04 21:18:55,Time trial,iOS,The Rollercoaster,Rotkamm,30.4,21000
massiv97,2021-01-04 14:00:30,Time trial,Android,The Rollercoaster,Rotkamm,30.87,16299
Avel,2021-05-12 3:33:54,Time trial,iOS,Skipping Icebergs,Rotkamm,28.36,11400
BouncyJello,2020-11-19 21:28:35,Time trial,Android,Skipping Icebergs,Rotkamm,27.88,16200
Fenrir,2021-01-13 12:20:18,Time trial,Android,Skipping Icebergs,Rotkamm,29.15,7405
Gjeep302,2021-01-21 16:25:45,Time trial,Android,Skipping Icebergs,Rotkamm,28.11,13900
Jamiemac,2021-02-09 13:03:30,Time trial,Android,Skipping Icebergs,Rotkamm,28.08,14200
LC43,2020-05-29 11:06:02,Time trial,Android,Skipping Icebergs,Rotkamm,28.39,11099
Mountain_Greg,2021-03-22 6:31:23,Time trial,Android,Skipping Icebergs,Rotkamm,28.1,13999
Pinsek,2021-03-19 14:38:08,Time trial,Android,Skipping Icebergs,Rotkamm,28.39,11099
Ryan Monty,2021-04-07 15:01:29,Time trial,Android,Skipping Icebergs,Rotkamm,28.19,13099
SYNO,2021-01-18 21:46:23,Time trial,iOS,Skipping Icebergs,Rotkamm,28.23,12699
Skier50,2021-02-25 12:58:57,Time trial,iOS,Skipping Icebergs,Rotkamm,27.68,18200
hschindele,2020-12-23 13:47:20,Time trial,iOS,Skipping Icebergs,Rotkamm,27.56,19400
massiv97,2021-01-17 13:24:51,Time trial,Android,Skipping Icebergs,Rotkamm,28.38,11200
Avel,2021-05-13 11:08:40,Time trial,iOS,Gross Air,Rotkamm,9.32,11799
BouncyJello,2020-11-19 21:03:09,Time trial,Android,Gross Air,Rotkamm,10.12,4233
Fenrir,2021-01-13 12:11:42,Time trial,Android,Gross Air,Rotkamm,9.65,8122
Gjeep302,2021-01-21 16:36:16,Time trial,Android,Gross Air,Rotkamm,9.43,10700
Jamiemac,2021-02-09 13:53:20,Time trial,Android,Gross Air,Rotkamm,9.29,12100
Lars Schrier,2020-05-15 2:39:55,Time trial,iOS,Gross Air,Rotkamm,9.41,10899
Mountain_Greg,2021-03-22 6:41:33,Time trial,Android,Gross Air,Rotkamm,9.27,12300
Pinsek,2021-03-26 8:09:06,Time trial,Android,Gross Air,Rotkamm,9.49,10099
Ryan Monty,2021-03-08 10:29:53,Time trial,Android,Gross Air,Rotkamm,9.43,10700
SYNO,2020-11-26 16:58:01,Time trial,iOS,Gross Air,Rotkamm,9.47,10299
Shadow,2020-11-24 14:33:49,Time trial,iOS,Gross Air,Rotkamm,9.31,11899
Skier50,2021-02-25 12:59:43,Time trial,iOS,Gross Air,Rotkamm,9.32,11799
hschindele,2021-02-16 20:44:08,Time trial,iOS,Gross Air,Rotkamm,9.0,15000
massiv97,2021-02-14 11:39:08,Time trial,Android,Gross Air,Rotkamm,9.23,12699
Avel,2021-05-29 3:37:40,Time trial,iOS,Sketchy Bears,Rotkamm,22.83,21700
Fenrir,2021-01-13 12:15:50,Time trial,Android,Sketchy Bears,Rotkamm,28.07,2440
Gjeep302,2021-02-13 10:07:39,Time trial,Android,Sketchy Bears,Rotkamm,23.32,16799
Jamiemac,2021-04-06 11:42:41,Time trial,Android,Sketchy Bears,Rotkamm,23.0,20000
Lars Schrier,2020-04-24 13:15:53,Time trial,iOS,Sketchy Bears,Rotkamm,25.33,6306
Mountain_Greg,2021-02-05 3:51:31,Time trial,Android,Sketchy Bears,Rotkamm,23.27,17300
Pinsek,2021-04-12 9:31:05,Time trial,Android,Sketchy Bears,Rotkamm,23.67,13299
Ryan Monty,2021-03-16 22:01:37,Time trial,Android,Sketchy Bears,Rotkamm,23.66,13399
SYNO,2021-01-22 16:01:18,Time trial,iOS,Sketchy Bears,Rotkamm,23.4,16000
Skier50,2021-05-30 20:43:31,Time trial,iOS,Sketchy Bears,Rotkamm,23.91,10899
hschindele,2021-04-07 14:35:29,Time trial,iOS,Sketchy Bears,Rotkamm,22.5,25000
massiv97,2021-01-22 18:33:46,Time trial,Android,Sketchy Bears,Rotkamm,23.52,14800
Avel,2021-05-12 3:35:58,Time trial,iOS,Slippery Slope,Rotkamm,22.83,11700
BouncyJello,2020-11-19 21:21:19,Time trial,Android,Slippery Slope,Rotkamm,22.6,13999
